# Africa
en	africa-intel	https://feeds.feedburner.com/AfricaIntelligence
en	intel-online	https://feeds.feedburner.com/IntelligenceOnline
#	UK	
en	bbc-top	http://feeds.bbci.co.uk/news/rss.xml	
en	bbc-world	http://feeds.bbci.co.uk/news/world/rss.xml	
en	bbc-pol	http://feeds.bbci.co.uk/news/politics/rss.xml	
en	bbc-me	http://feeds.bbci.co.uk/news/world/middle_east/rss.xml	
